id,datetime,temp,dew,difference,windspeed,conditions
1223,07-05-2018,18.7,6.4,12.3,28.6,Clear
1224,08-05-2018,17.9,9,8.9,32.9,"Rain, Partially cloudy"
1225,09-05-2018,15.9,12.6,3.3,32.6,"Rain, Partially cloudy"
1226,10-05-2018,13.3,7.7,5.6,29.1,"Rain, Partially cloudy"
1227,11-05-2018,8.3,7,1.3,39.5,"Rain, Overcast"
1228,12-05-2018,8.9,8.1,0.8,40,"Rain, Overcast"
1229,13-05-2018,11.4,10.4,1,25.4,"Rain, Overcast"
1230,14-05-2018,16.1,14.5,1.6,35,"Rain, Partially cloudy"
1231,15-05-2018,18.3,12.5,5.8,13,"Rain, Partially cloudy"
1232,16-05-2018,20.1,11.3,8.8,10.8,Clear
1233,17-05-2018,21.9,11.7,10.2,21.5,Clear
1234,18-05-2018,21.3,12.7,8.6,26.8,Clear
1235,19-05-2018,17,12.6,4.4,33.4,Partially cloudy
1236,20-05-2018,12.2,8.5,3.7,28.3,"Rain, Overcast"
1237,21-05-2018,14.1,12.9,1.2,19.1,"Rain, Overcast"
1238,22-05-2018,19.5,14.3,5.2,14.7,Partially cloudy
1239,23-05-2018,21.8,18.2,3.6,27.9,"Rain, Partially cloudy"
1240,24-05-2018,24.4,17.5,6.9,31.1,Clear
1241,25-05-2018,24.8,17.9,6.9,23.3,Clear
1242,26-05-2018,25.5,16.5,9,19.6,Clear
1243,27-05-2018,27.9,14.2,13.7,23,Clear
1244,28-05-2018,26.9,17.5,9.4,52.3,Rain
1245,29-05-2018,24.8,18.7,6.1,31.3,Rain
1246,30-05-2018,21.5,18.8,2.7,28.6,"Rain, Partially cloudy"
1247,31-05-2018,23.6,17.8,5.8,14.2,Clear
1248,01-06-2018,25.8,17.9,7.9,31.9,Clear
1249,02-06-2018,20.9,16.2,4.7,43,"Rain, Partially cloudy"
1250,03-06-2018,17.7,9.3,8.4,45.1,Clear
1251,04-06-2018,21,9.3,11.7,31.6,Clear
1252,05-06-2018,25.5,15.1,10.4,31.1,Clear
1253,06-06-2018,23.7,17.7,6,25.4,Rain
1254,07-06-2018,23.5,17.2,6.3,31.8,Partially cloudy
1255,08-06-2018,20.2,18.2,2,35.2,"Rain, Partially cloudy"
1256,09-06-2018,21.2,19.6,1.6,30.1,"Rain, Partially cloudy"
1257,10-06-2018,20.2,18.5,1.7,34.3,"Rain, Partially cloudy"
1258,11-06-2018,19.4,17.5,1.9,33.2,"Rain, Overcast"
1259,12-06-2018,21.4,19.3,2.1,23.7,"Rain, Partially cloudy"
1260,13-06-2018,20.1,11.3,8.8,23.7,Clear
1261,14-06-2018,19.4,15.8,3.6,30.5,"Rain, Partially cloudy"
1262,15-06-2018,25.6,20.1,5.5,36.8,Clear
1263,16-06-2018,27.5,22.1,5.4,35.2,Clear
1264,17-06-2018,28.1,21.9,6.2,34.7,"Rain, Partially cloudy"
1265,18-06-2018,25.2,22.2,3,35.1,"Rain, Partially cloudy"
1266,19-06-2018,22.9,21.5,1.4,22.3,"Rain, Overcast"
1267,20-06-2018,20.9,20.5,0.4,30.7,"Rain, Overcast"
1268,21-06-2018,17.7,16.7,1,32.3,"Rain, Overcast"
1269,22-06-2018,19.1,15.7,3.4,17.7,"Rain, Partially cloudy"
1270,23-06-2018,20.6,16.2,4.4,13.1,Clear
1271,24-06-2018,21.2,18.7,2.5,23.4,"Rain, Partially cloudy"
1272,25-06-2018,21.5,18,3.5,33.6,"Rain, Partially cloudy"
1273,26-06-2018,20.9,18.5,2.4,23.3,"Rain, Partially cloudy"
1274,27-06-2018,21.8,18.8,3,19.7,Partially cloudy
1275,28-06-2018,23.6,21.1,2.5,27.3,Clear
1276,29-06-2018,27.7,23.5,4.2,33.5,Clear
1277,30-06-2018,25,22.4,2.6,29.7,"Rain, Partially cloudy"
1278,01-07-2018,21.2,18.7,2.5,34.2,"Rain, Partially cloudy"
1279,02-07-2018,22.6,17.7,4.9,28.8,Clear
1280,03-07-2018,24.5,20.7,3.8,27.3,Clear
1281,04-07-2018,25.7,23.7,2,23.7,Rain
1282,05-07-2018,23.8,20,3.8,23.9,"Rain, Partially cloudy"
1283,06-07-2018,20.9,15.1,5.8,20.2,Clear
1284,07-07-2018,21.3,15.9,5.4,23.8,Clear
1285,08-07-2018,22.3,17.4,4.9,30.9,Clear
1286,09-07-2018,24.4,19.8,4.6,21.6,Clear
1287,10-07-2018,24.1,19.4,4.7,19.8,Clear
1288,11-07-2018,25.4,21.6,3.8,26.8,Clear
1289,12-07-2018,27.5,21.9,5.6,23.2,Clear
1290,13-07-2018,23.9,22.1,1.8,26.2,"Rain, Partially cloudy"
1291,14-07-2018,23.5,22,1.5,16.2,Partially cloudy
1292,15-07-2018,24.6,21.7,2.9,14.5,Partially cloudy
1293,16-07-2018,22.9,16.8,6.1,19.5,Clear
1294,17-07-2018,22.2,16.9,5.3,10.3,Clear
1295,18-07-2018,22.4,17.8,4.6,14.5,Partially cloudy
1296,19-07-2018,20.5,19.6,0.9,33.2,"Rain, Overcast"
1297,20-07-2018,20.7,18.5,2.2,32,"Rain, Partially cloudy"
1298,21-07-2018,20.7,17.9,2.8,23.8,Partially cloudy
1299,22-07-2018,20.8,17.8,3,21.2,Clear
1300,23-07-2018,22.4,19,3.4,21.6,Partially cloudy
1301,24-07-2018,21.9,16.2,5.7,28.4,Clear
1302,25-07-2018,21.6,17.3,4.3,35.8,"Rain, Partially cloudy"
1303,26-07-2018,17.7,14,3.7,33.8,Partially cloudy
1304,27-07-2018,18,13.3,4.7,21.3,Clear
1305,28-07-2018,18.4,13.3,5.1,10.5,Clear
1306,29-07-2018,19,14.4,4.6,9.5,Rain
1307,30-07-2018,19.9,15.7,4.2,13.8,Rain
1308,31-07-2018,21.3,16.2,5.1,17.2,Clear
1309,01-08-2018,20.8,17.1,3.7,23.4,"Rain, Partially cloudy"
1310,02-08-2018,16.8,13.5,3.3,14.8,Partially cloudy
1311,03-08-2018,22.5,18.7,3.8,24.4,Clear
1312,04-08-2018,22.4,19.3,3.1,24,Partially cloudy
1313,05-08-2018,21.7,19.2,2.5,33.8,"Rain, Partially cloudy"
1314,06-08-2018,21.7,19.7,2,17.4,"Rain, Partially cloudy"
1315,07-08-2018,19.7,18.5,1.2,26.1,"Rain, Partially cloudy"
1316,08-08-2018,21.6,18.8,2.8,22.2,Clear
1317,09-08-2018,24.6,21,3.6,17.4,Clear
1318,10-08-2018,22.7,18.4,4.3,16.6,Clear
1319,11-08-2018,21.7,18.2,3.5,7.4,Clear
1320,12-08-2018,21.9,18.8,3.1,16.1,Clear
1321,13-08-2018,23.3,19.6,3.7,21.7,Clear
1322,14-08-2018,23,20.8,2.2,14.1,Rain
1323,15-08-2018,24.1,21.4,2.7,12.3,"Rain, Partially cloudy"
1324,16-08-2018,20.5,19.7,0.8,20.2,"Rain, Partially cloudy"
1325,17-08-2018,21.8,19.6,2.2,19.8,Partially cloudy
1326,18-08-2018,21.6,18.8,2.8,7.5,Clear
1327,19-08-2018,21.9,19.8,2.1,21.5,Partially cloudy
1328,20-08-2018,20.1,19.5,0.6,33.4,"Rain, Partially cloudy"
1329,21-08-2018,17.5,15.7,1.8,28.8,Partially cloudy
1330,22-08-2018,17.7,12.3,5.4,17.7,Clear
1331,23-08-2018,18.3,14.2,4.1,25.1,Partially cloudy
1332,24-08-2018,19.5,18.7,0.8,28.7,"Rain, Partially cloudy"
1333,25-08-2018,21,18.8,2.2,12.4,"Rain, Partially cloudy"
1334,26-08-2018,22.8,20.9,1.9,40.8,"Rain, Partially cloudy"
1335,27-08-2018,24.6,22.2,2.4,35.2,"Rain, Partially cloudy"
1336,28-08-2018,19.7,19.5,0.2,24.4,"Rain, Partially cloudy"
1337,29-08-2018,15.4,12.6,2.8,19.9,Partially cloudy
1338,30-08-2018,17.2,14.7,2.5,27.5,Partially cloudy
1339,31-08-2018,22.6,20.2,2.4,29.1,Partially cloudy
1340,01-09-2018,22.4,21.1,1.3,21.6,"Rain, Partially cloudy"
1341,02-09-2018,21.4,20.6,0.8,30.7,"Rain, Partially cloudy"
1342,03-09-2018,21.3,21.1,0.2,18.2,"Rain, Partially cloudy"
1343,04-09-2018,23.3,21.9,1.4,27.2,"Rain, Partially cloudy"
1344,05-09-2018,19.4,18.3,1.1,22.9,"Rain, Partially cloudy"
1345,06-09-2018,15.7,11.1,4.6,21.4,Clear
1346,07-09-2018,14.8,11.4,3.4,23,Clear
1347,08-09-2018,15,10.6,4.4,23.1,Clear
1348,09-09-2018,14.4,10.9,3.5,18.2,Clear
1349,10-09-2018,16.3,12.4,3.9,16.1,Clear
1350,11-09-2018,19.2,14.9,4.3,36.7,Clear
1351,12-09-2018,20.2,15.8,4.4,27.4,Clear
1352,13-09-2018,20.7,17.1,3.6,31.6,Partially cloudy
1353,14-09-2018,23,19.2,3.8,23.2,Partially cloudy
1354,15-09-2018,24.8,19.9,4.9,16.6,Partially cloudy
1355,16-09-2018,23.8,18.2,5.6,23.8,Partially cloudy
1356,17-09-2018,22,17.9,4.1,39.6,Rain
1357,18-09-2018,17.6,16.9,0.7,30,"Rain, Partially cloudy"
1358,19-09-2018,18.6,18.3,0.3,24.7,"Rain, Partially cloudy"
1359,20-09-2018,21.4,19.5,1.9,37.2,"Rain, Partially cloudy"
1360,21-09-2018,12.8,10,2.8,46.9,"Rain, Partially cloudy"
1361,22-09-2018,11.1,7,4.1,21.3,Clear
1362,23-09-2018,15.3,10.2,5.1,27.2,Clear
1363,24-09-2018,17.5,13,4.5,29.9,Partially cloudy
1364,25-09-2018,12.5,11.6,0.9,31.1,"Rain, Partially cloudy"
1365,26-09-2018,11,5.9,5.1,28.6,Partially cloudy
1366,27-09-2018,13.5,7.5,6,33.7,Partially cloudy
1367,28-09-2018,8.4,2.9,5.5,22.8,Partially cloudy
1368,29-09-2018,5.7,2.4,3.3,26.9,Partially cloudy
1369,30-09-2018,8.4,6.8,1.6,17.8,"Rain, Overcast"
1370,01-10-2018,9.4,9.2,0.2,21.1,"Rain, Overcast"
1371,02-10-2018,9.8,9.4,0.4,19.8,"Rain, Overcast"
1372,03-10-2018,19.9,17,2.9,50.6,"Rain, Partially cloudy"
1373,04-10-2018,6.3,0.6,5.7,38.2,Partially cloudy
1374,05-10-2018,9.6,8.6,1,21.1,"Rain, Overcast"
1375,06-10-2018,8.1,5.7,2.4,20.3,"Rain, Overcast"
1376,07-10-2018,8.9,8.2,0.7,21.4,"Rain, Overcast"
1377,08-10-2018,13,13,0,16.2,"Rain, Overcast"
1378,09-10-2018,12.7,12.6,0.1,22.1,"Rain, Overcast"
1379,10-10-2018,11.2,9.6,1.6,43.7,"Rain, Overcast"
1380,11-10-2018,1.9,-1.4,3.3,43.4,Overcast
1381,12-10-2018,1.7,-2,3.7,17.7,Partially cloudy
1382,13-10-2018,7.9,4.5,3.4,36.6,Partially cloudy
1383,14-10-2018,2.2,1.1,1.1,28.5,"Snow, Overcast"
1384,15-10-2018,2.3,-2.6,4.9,26.9,Partially cloudy
1385,16-10-2018,7,0,7,37.9,Clear
1386,17-10-2018,3.8,-2,5.8,28.1,Clear
1387,18-10-2018,8.5,2.4,6.1,28.7,Clear
1388,19-10-2018,12.3,7,5.3,40.8,"Rain, Partially cloudy"
1389,20-10-2018,3.5,-3.6,7.1,50.1,Clear
1390,21-10-2018,3.3,-2.4,5.7,29.6,Clear
1391,22-10-2018,7.5,0,7.5,28.9,Clear
1392,23-10-2018,3.3,-1.6,4.9,20.2,Clear
1393,24-10-2018,3.5,-1.3,4.8,20.3,Clear
1394,25-10-2018,7.5,2.5,5,16,Partially cloudy
1395,26-10-2018,7.2,4.6,2.6,14.6,Overcast
1396,27-10-2018,8.1,6.6,1.5,13.3,"Rain, Partially cloudy"
1397,28-10-2018,8.3,3.4,4.9,42.9,Rain
1398,29-10-2018,5.9,1.6,4.3,26.9,Clear
1399,30-10-2018,8,4.4,3.6,32.7,Clear
1400,31-10-2018,6.5,1.6,4.9,21.1,Clear
1401,01-11-2018,5.1,0.7,4.4,11.3,Clear
1402,02-11-2018,6.3,1.5,4.8,17.7,Overcast
1403,03-11-2018,4.5,3.7,0.8,26.5,"Rain, Overcast"
1404,04-11-2018,3.2,3.1,0.1,34,"Rain, Overcast"
1405,05-11-2018,4.9,4.5,0.4,24.1,"Rain, Overcast"
1406,06-11-2018,2.2,0.4,1.8,39.7,"Rain, Overcast"
1407,07-11-2018,-1.3,-4.4,3.1,39.1,Overcast
1408,08-11-2018,-3.7,-6.8,3.1,17.6,Overcast
1409,09-11-2018,-7.4,-10,2.6,42.9,"Snow, Partially cloudy"
1410,10-11-2018,-8.9,-12.1,3.2,26,Partially cloudy
1411,11-11-2018,-2.1,-5.7,3.6,30.3,Overcast
1412,12-11-2018,-7.2,-11.3,4.1,38,Partially cloudy
1413,13-11-2018,-8.5,-12.6,4.1,24.8,Clear
1414,14-11-2018,-1.9,-7.1,5.2,31.2,Clear
1415,15-11-2018,0.6,-4.6,5.2,40.2,Partially cloudy
1416,16-11-2018,-1.6,-3.2,1.6,38.3,"Snow, Overcast"
1417,17-11-2018,-6.5,-8.4,1.9,30.7,"Snow, Partially cloudy"
1418,18-11-2018,-12.3,-15.5,3.2,23.2,Clear
1419,19-11-2018,-4.8,-7.2,2.4,34,Partially cloudy
1420,20-11-2018,-6.6,-8.7,2.1,28.9,Partially cloudy
1421,21-11-2018,-1.3,-2.9,1.6,22.9,Partially cloudy
1422,22-11-2018,-1.1,-1.8,0.7,32.9,Partially cloudy
1423,23-11-2018,3.4,2.3,1.1,27.6,"Snow, Partially cloudy"
1424,24-11-2018,0.6,0.4,0.2,29.1,"Rain, Partially cloudy"
1425,25-11-2018,-3,-6,3,42,Overcast
1426,26-11-2018,-8.8,-11.4,2.6,33.3,Partially cloudy
1427,27-11-2018,-9.1,-12,2.9,31,Clear
1428,28-11-2018,-6.3,-8.1,1.8,27.6,Partially cloudy
1429,29-11-2018,-2.8,-4.2,1.4,16.3,Partially cloudy
1430,30-11-2018,-1.1,-1.5,0.4,22.3,Partially cloudy
1431,01-12-2018,-0.2,-0.5,0.3,44.7,"Snow, Overcast"
1432,02-12-2018,-0.7,-1.6,0.9,45.4,"Snow, Overcast"
1433,03-12-2018,-3.4,-5.6,2.2,26.9,Overcast
1434,04-12-2018,-5.8,-7.5,1.7,21.1,Overcast
1435,05-12-2018,-4.5,-6.1,1.6,33.5,Partially cloudy
1436,06-12-2018,-9.8,-12.2,2.4,32.4,Partially cloudy
1437,07-12-2018,-7.9,-10.2,2.3,25.1,Overcast
1438,08-12-2018,-5.2,-6.7,1.5,18.4,Partially cloudy
1439,09-12-2018,-8.1,-9.3,1.2,19.8,Clear
1440,10-12-2018,-6.2,-7.3,1.1,24.4,Partially cloudy
1441,11-12-2018,-4.9,-6.1,1.2,16.6,Clear
1442,12-12-2018,-4.4,-4.8,0.4,27.7,Partially cloudy
1443,13-12-2018,-1.8,-1.9,0.1,24.7,Partially cloudy
1444,14-12-2018,-2.3,-3.4,1.1,18.4,Partially cloudy
1445,15-12-2018,-2.2,-3.9,1.7,19.9,Clear
1446,16-12-2018,0.6,-2.3,2.9,24.9,Clear
1447,17-12-2018,-1,-4.5,3.5,20.2,Clear
1448,18-12-2018,1.1,-1.3,2.4,25.6,Clear
1449,19-12-2018,2.9,2,0.9,25.7,Partially cloudy
1450,20-12-2018,-0.2,-0.8,0.6,40.1,Partially cloudy
1451,21-12-2018,-4.1,-5.4,1.3,35.4,Overcast
1452,22-12-2018,-2.6,-3.3,0.7,20.1,Overcast
1453,23-12-2018,-2.9,-6.3,3.4,36.8,Partially cloudy
1454,24-12-2018,-4.2,-7.2,3,20.2,Partially cloudy
1455,25-12-2018,0.3,-1.3,1.6,14.2,Overcast
1456,26-12-2018,0.8,0,0.8,36.8,"Rain, Overcast"
1457,27-12-2018,3.2,3.2,0,35.2,"Snow, Overcast"
1458,28-12-2018,-6.2,-7.2,1,43.6,Overcast
1459,29-12-2018,-11.3,-12.7,1.4,21.7,Partially cloudy
1460,30-12-2018,-4.1,-6.1,2,24.3,Clear
1461,31-12-2018,-3.3,-4.1,0.8,39.7,Partially cloudy
1462,01-01-2017,-3.2,-6.7,3.5,24.6,Partially cloudy
1463,02-01-2017,-0.6,-2.1,1.5,25.8,"Snow, Overcast"
1464,03-01-2017,-8.3,-10.7,2.4,43.6,Partially cloudy
1465,04-01-2017,-17.1,-21.1,4,39.3,Clear
1466,05-01-2017,-17.8,-21.6,3.8,25.1,Partially cloudy
1467,06-01-2017,-18.4,-22,3.6,18.3,Partially cloudy
1468,07-01-2017,-15.9,-19.2,3.3,28.8,Clear
1469,08-01-2017,-14.4,-18.3,3.9,38.1,Partially cloudy
1470,09-01-2017,-6.5,-9.1,2.6,33.3,Partially cloudy
1471,10-01-2017,-5.2,-7.7,2.5,55.4,"Snow, Partially cloudy"
1472,11-01-2017,-10.7,-13.6,2.9,43.7,"Snow, Partially cloudy"
1473,12-01-2017,-12.4,-17.2,4.8,30.7,Partially cloudy
1474,13-01-2017,-15,-19.2,4.2,23.4,"Snow, Partially cloudy"
1475,14-01-2017,-10.5,-13.7,3.2,12.2,Clear
1476,15-01-2017,-9.3,-11.7,2.4,12.9,Clear
1477,16-01-2017,-1.2,-2.3,1.1,18,"Snow, Overcast"
1478,17-01-2017,-0.5,-1,0.5,26.4,Partially cloudy
1479,18-01-2017,-0.4,-1.3,0.9,28.1,Partially cloudy
1480,19-01-2017,0.3,-0.2,0.5,26.6,"Rain, Partially cloudy"
1481,20-01-2017,1,0.9,0.1,17.6,"Snow, Partially cloudy"
1482,21-01-2017,1.8,1.6,0.2,15.9,"Rain, Partially cloudy"
1483,22-01-2017,0.8,0.4,0.4,25.6,Partially cloudy
1484,23-01-2017,-0.1,-1.7,1.6,21.7,Overcast
1485,24-01-2017,-0.7,-2,1.3,25,"Snow, Overcast"
1486,25-01-2017,-1.1,-2.1,1,38.4,"Snow, Partially cloudy"
1487,26-01-2017,-3.9,-6.4,2.5,34.8,Overcast
1488,27-01-2017,-7.1,-9.8,2.7,34.1,Partially cloudy
1489,28-01-2017,-5.2,-7.4,2.2,34,Partially cloudy
1490,29-01-2017,-4.8,-7.8,3,40.5,Partially cloudy
1491,30-01-2017,-2,-4.6,2.6,47.1,Partially cloudy
1492,31-01-2017,1.3,-1.5,2.8,45.3,Partially cloudy
1493,01-02-2017,-5.7,-10.3,4.6,35.8,Partially cloudy
1494,02-02-2017,-10.4,-15.4,5,32.9,Partially cloudy
1495,03-02-2017,-10.4,-15.5,5.1,25,Clear
1496,04-02-2017,-4.3,-8.6,4.3,42.3,Partially cloudy
1497,05-02-2017,-4.9,-7.9,3,44.3,Partially cloudy
1498,06-02-2017,-1.7,-3.7,2,20.1,Clear
1499,07-02-2017,-3.2,-5.2,2,50.6,Partially cloudy
1500,08-02-2017,-10.8,-15.9,5.1,32.7,Partially cloudy
1501,09-02-2017,-10.4,-16,5.6,29.1,Clear
1502,10-02-2017,-0.9,-5,4.1,32,Clear
